link,views,id
https://www.tiktok.com/@desawisata.nganggring/video/7498877071330970935,175,desawisata.nganggring
https://www.tiktok.com/@desawisata.nganggring/video/7497843263064345911,301,desawisata.nganggring
https://www.tiktok.com/@desawisata.nganggring/video/7493770532073033015,653,desawisata.nganggring
https://www.tiktok.com/@desawisata.nganggring/video/7492705293013667127,350,desawisata.nganggring
https://www.tiktok.com/@desawisata.nganggring/video/7488971174639062279,690,desawisata.nganggring
https://www.tiktok.com/@desawisata.nganggring/video/7485229868511186231,972,desawisata.nganggring
https://www.tiktok.com/@desawisata.nganggring/video/7479376810698968326,576,desawisata.nganggring
https://www.tiktok.com/@desawisata.nganggring/video/7478538359460089093,478,desawisata.nganggring
https://www.tiktok.com/@desawisata.nganggring/video/7478443228048510213,966,desawisata.nganggring
https://www.tiktok.com/@desawisata.nganggring/photo/7477817594922224902,432,desawisata.nganggring
https://www.tiktok.com/@desawisata.nganggring/photo/7477404187299417350,926,desawisata.nganggring
https://www.tiktok.com/@desawisata.nganggring/video/7476739140369796357,394,desawisata.nganggring
